unit_id,original,translation_zh_tw,status,translate,occurrence_count,first_location,leading_spaces,trailing_spaces
DLG_26295d7c460f,"  I didn't kill Cragg, but I got the genie.",,pending,True,1,GPL-167@0x087C,2,0
DLG_120ed08e60b6,"  I didn't kill Cragg, or get the genie.",,pending,True,1,GPL-167@0x087C,2,0
DLG_b41e18f5a42d,  Here you go.,,pending,True,1,GPL-167@0x087C,2,0
DLG_f0f634f2582d,  What do I get out of this?,,pending,True,2,GPL-167@0x087C,2,0
DLG_bbc6eb9fcfd8,  Are you going to reverse Cragg's curse?,,pending,True,1,GPL-167@0x087C,2,0
DLG_3fdd0bd75d25,  I've changed my mind.,,pending,True,1,GPL-167@0x087C,2,0
DLG_8bede04052ae,  I want to renegotiate.,,pending,True,1,GPL-167@0x087C,2,0
DLG_3e353a39a997,I have to leave. ,,pending,True,1,GPL-167@0x087C,0,1
DLG_b5ea36baaba9,"No? Well then, make haste! This city must be saved! Cragg is to the north, in the temple. ",,pending,True,1,GPL-167@0x0A3E,0,1
DLG_3d1cd9834a61,Seek him out and wrest the genie from him! ,,pending,True,1,GPL-167@0x0A93,0,1
DLG_524f4be8e68e,"Very well, but you must get the genie bottle so we can undo this curse. Make ",,pending,True,1,GPL-167@0x0AE8,0,1
DLG_511c87f61a1e,haste! ,,pending,True,1,GPL-167@0x0B32,0,1
DLG_d40284434257,You have the genie in your possession! Do not deny it! Give it to me now! ,,pending,True,1,GPL-167@0x0B41,0,1
DLG_1975dd613648,Preposterous. Why would we not use it to get the genie bottle then? ,,pending,True,1,GPL-167@0x0BAB,0,1
DLG_801d3b0fe008,You are mistaken. He must have hidden it in the western part of the castle. ,,pending,True,1,GPL-167@0x0BED,0,1
DLG_46f74467af59,The area is filled with traps and creatures -- it must be there. ,,pending,True,1,GPL-167@0x0C36,0,1
DLG_cf367862ea82,What? You bargained with him? You were there to kill him! ,,pending,True,1,GPL-167@0x0C80,0,1
DLG_cc688eea83ed,No matter. His body must be found so that you can get us the genie. ,,pending,True,1,GPL-167@0x0CBB,0,1
DLG_070c66245a1b,"You have accomplished your task quite efficiently. Now, to finish it, ",,pending,True,1,GPL-167@0x0D08,0,1
DLG_007893c1d157,give me the genie.,,pending,True,1,GPL-167@0x0D4C,0,0
DLG_74889935d57e,Get the genie! I grow tired of your insolence.,,pending,True,1,GPL-167@0x0D7A,0,0
DLG_3fbe9f9e5c0c,But you managed to appropriate the genie from under his grasp. You ,,pending,True,1,GPL-167@0x0DAF,0,1
DLG_8dac2ef4e7dc,"are quite a trickster. Now, hand over the genie.",,pending,True,1,GPL-167@0x0DF0,0,0
DLG_c67712bd9402,"What are you doing here? Leave at once, and don't come back without ",,pending,True,1,GPL-167@0x0E38,0,1
DLG_fe92fe97eae5,results!,,pending,True,1,GPL-167@0x0E7A,0,0
DLG_edb4b9627689,"Oh, great genie! I command you to open a rift to the elemental plane and free ",,pending,True,1,GPL-167@0x0EBD,0,1
DLG_c7e580d7b437,my brethren! ,,pending,True,1,GPL-167@0x0F08,0,1
DLG_78a406bc6905,Liars! How dare you toy with a psurlon!,,pending,True,1,GPL-167@0x0F74,0,0
DLG_da9aec4b9e6e,We aren't here to bargain. Quickly! Give me the genie!,,pending,True,1,GPL-167@0x0FBB,0,0
DLG_0783e1a0bec7,"Oh, of course we are. Just hand over the genie.",,pending,True,1,GPL-167@0x0FFA,0,0
DLG_d3f151ef13a6,Enough of this toying! No one backs out of a deal with a psurlon! ,,pending,True,1,GPL-167@0x102F,0,1
DLG_12711bdd04b6,I will never let you have the genie! The psurlons must not be allowed ,,pending,True,1,GPL-168@0x001B,0,1
DLG_79b2afc85f87,to use it! ,,pending,True,1,GPL-168@0x005F,0,1
DLG_f2f5a17838cd,"Beware all who dare to enter this sacred mausoleum, for I am its guardian, ",,pending,True,1,GPL-168@0x00E9,0,1
DLG_87115e661601,and my justice is swift. ,,pending,True,1,GPL-168@0x0131,0,1
DLG_490b3f4db4e1,Why have you come here?,,pending,True,1,GPL-168@0x0152,0,0
DLG_599157d39e0c,"I did not ask you for your name, I asked you for your purpose. Tell me why you are ",,pending,True,1,GPL-168@0x021F,0,1
DLG_19225b315766,I am asking the questions -- not you. Tell me why you have come here. ,,pending,True,1,GPL-168@0x027B,0,1
DLG_a60d69cdc77c,You seek the genie? ,,pending,True,1,GPL-168@0x02D8,0,1
DLG_7ac4251dee53,Why is it that you seek an item of such power -- it is not something to be toyed with. ,,pending,True,1,GPL-168@0x02F1,0,1
DLG_0bf8e7f9974d,  I desire its power! ,,pending,True,1,GPL-168@0x0378,2,1
DLG_1e458102af12,  The psurlons sent me to get it. ,,pending,True,1,GPL-168@0x0378,2,1
DLG_a9524ae0e044,  I want to release the city from this curse. ,,pending,True,1,GPL-168@0x0378,2,1
DLG_7535f6b3686e,  I want to use it to defeat an evil army. ,,pending,True,1,GPL-168@0x0378,2,1
DLG_f1a5b1f58c73,  They said they could restore the city.,,pending,True,1,GPL-168@0x0378,2,0
DLG_2b84393171b8,  They can undo Cragg's curse! ,,pending,True,1,GPL-168@0x0378,2,1
DLG_87114dcf9cf8,  They can undo your curse. ,,pending,True,1,GPL-168@0x0378,2,1
DLG_0cab7a8bb55f,"  No, King Dwyer told me this.",,pending,True,1,GPL-168@0x0378,2,0
DLG_c989483b4fe2,"  Yes, they did.",,pending,True,1,GPL-168@0x0378,2,0
DLG_a7a39a5ffbd7,  How do you know so much about the curse? ,,pending,True,1,GPL-168@0x0378,2,1
DLG_7d716ce174ae,  Just who are you? ,,pending,True,1,GPL-168@0x0378,2,1
DLG_e734f7347254,"  What exactly happened, Cragg? ",,pending,True,1,GPL-168@0x0378,2,1
DLG_3c28606c6ea7,  Why should I tell you? ,,pending,True,1,GPL-168@0x0378,2,1
DLG_20dc474b7fb4,  Why do you care? You're dead! ,,pending,True,1,GPL-168@0x0378,2,1
DLG_16de4fe1fbe9,  Just give me the genie! ,,pending,True,1,GPL-168@0x0378,2,1
DLG_14b7a590c3a0,  I don't care! Give me the genie!,,pending,True,1,GPL-168@0x0378,2,0
DLG_fd20f93dd0ec,  Enough! Give me the genie! ,,pending,True,1,GPL-168@0x0378,2,1
DLG_737790c4630b,This is taking too long. Goodbye. ,,pending,True,1,GPL-168@0x0378,0,1
DLG_5296cb62c51f,I don't have to answer you. Goodbye. ,,pending,True,1,GPL-168@0x0378,0,1
DLG_03834e47c36f,I'm tired of this. Goodbye. ,,pending,True,1,GPL-168@0x0378,0,1
DLG_419003f1b1e4,Because I am the watcher of the genie and I will not give it to anyone that would ,,pending,True,1,GPL-168@0x0658,0,1
DLG_8ad68c5e57ff,use it for evil. ,,pending,True,1,GPL-168@0x06A6,0,1
DLG_971faf0223d6,You desire power? Your intentions do not inspire confidence. Anyone who lusts after ,,pending,True,1,GPL-168@0x06C1,0,1
DLG_7bf79d6d7055,power will meet with no good end. I will hear no more of your greed -- leave this ,,pending,True,1,GPL-168@0x0711,0,1
DLG_63d8f4b41281,place. ,,pending,True,1,GPL-168@0x075F,0,1
DLG_472244abadf5,"Because I am the keeper of the genie, and its power must not be misused again. ",,pending,True,1,GPL-168@0x077C,0,1
DLG_da2348cfb3b4,"Whether I am dead or not has no relevance. Now, why do you want it? ",,pending,True,1,GPL-168@0x07C7,0,1
DLG_e089c07f2f59,And you believed them.... I find it hard to imagine that any intelligent life could ,,pending,True,1,GPL-168@0x0819,0,1
DLG_8dc0cd8c771d,see anything but lies and evil in a psurlon. ,,pending,True,1,GPL-168@0x0869,0,1
DLG_8e7a8ab2e240,The psurlons actually said that?,,pending,True,1,GPL-168@0x08C3,0,0
DLG_3160b341c625,King Dwyer doesn't know the ulterior motives of the psurlons. He was too concerned ,,pending,True,1,GPL-168@0x08FA,0,1
DLG_bc522c37c0d0,about the city's demise to see the psurlons as anything but a blessing. ,,pending,True,1,GPL-168@0x0949,0,1
DLG_77670e4102ae,Let me tell you something about the psurlons: ,,pending,True,1,GPL-168@0x09A1,0,1
DLG_d9a388e31ec4,"A 'curse'? Yes, it is a curse of sorts -- it was unintentional, I assure you. ",,pending,True,1,GPL-168@0x09E3,0,1
DLG_35e07a943333,Such aggression -- your patience poorly masks your desires. I will give you nothing. ,,pending,True,1,GPL-168@0x0A4B,0,1
DLG_dfda81bbf4af,Leave here now. ,,pending,True,1,GPL-168@0x0A9C,0,1
DLG_7c0fa24152f5,I will tell you all that I know. You can then judge for yourselves. Ask me ,,pending,True,1,GPL-168@0x0ACB,0,1
DLG_0a2a2d106475,what you will. ,,pending,True,1,GPL-168@0x0B13,0,1
DLG_3e4d8d50bc06,I know so much about it because I was the one who made the wish. ,,pending,True,1,GPL-168@0x0B3E,0,1
DLG_28e4cf6fff7d,"Defeating an evil army is indeed a noble use for the genie, and it should be yours. ",,pending,True,1,GPL-168@0x0B81,0,1
DLG_03a170475ec5,"However, you must perform an act of good before it is yours. The psurlons have hidden ",,pending,True,1,GPL-168@0x0BD6,0,1
DLG_3f2440a95410,"my physical body. Find and lay it to rest in the mausoleum. In return, I'll give you ",,pending,True,1,GPL-168@0x0C28,0,1
DLG_3269308a3c0f,the genie.,,pending,True,1,GPL-168@0x0C79,0,0
DLG_2f0dc9ba9fe8,"The psurlons are highly intelligent, but Llod forgot to mention the psurlons' ",,pending,True,1,GPL-168@0x0CA3,0,1
DLG_351b66fc36a6,"cunning. I overheard a conversation between two psurlons, and it was this that ",,pending,True,1,GPL-168@0x0CEE,0,1
DLG_86639c779413,opened my eyes to their true plan. ,,pending,True,1,GPL-168@0x0D39,0,1
DLG_857c2d90e82e,  Maybe you're the cunning one.,,pending,True,1,GPL-168@0x0D5E,2,0
DLG_73d9b5bab353,  What did you overhear?,,pending,True,1,GPL-168@0x0D5E,2,0
DLG_e0c193e5a938,"Listen to what I have to say, then decide. ",,pending,True,1,GPL-168@0x0DA1,0,1
DLG_3d2e4f73da2d,"Before the meeting, I overheard two of them whispering. Apparently, they had been ",,pending,True,1,GPL-168@0x0DDB,0,1
DLG_ac19ba56de34,trying to return to this plane for some time... and with the genie they would be ,,pending,True,1,GPL-168@0x0E29,0,1
DLG_ae92d0c628b3,able to! ,,pending,True,1,GPL-168@0x0E76,0,1
DLG_a50201cb0ff8,If they could enter into an Athas that never knew about them.... I care not to think ,,pending,True,1,GPL-168@0x0E89,0,1
DLG_a9c6db3d1165,about it. ,,pending,True,1,GPL-168@0x0EDA,0,1
DLG_c79ec321c1af,Release the palace? How do you intend to do that?,,pending,True,1,GPL-168@0x0EF9,0,0
DLG_5281272fc294,"  With the genie, the psurlons would do it.",,pending,True,1,GPL-168@0x0F2A,2,0
DLG_72d5b25206cc,  I'd use it myself.,,pending,True,1,GPL-168@0x0F2A,2,0
DLG_04ecb654fd95,  Why do I have to tell you?,,pending,True,1,GPL-168@0x0F2A,2,0
DLG_8154e107f7d2,You would dare give the genie to the psurlons? Damn me to eternity if ,,pending,True,1,GPL-168@0x0F95,0,1
DLG_b2260421f781,I would ever let you get your hands on the genie!,,pending,True,1,GPL-168@0x0FD9,0,0
DLG_e1a81431369e,"As long as you are not planning to give it to the psurlons, your ",,pending,True,1,GPL-168@0x1016,0,1
DLG_3a4f0f860574,intentions must be good. I will turn the genie over to you if you ,,pending,True,1,GPL-168@0x1055,0,1
DLG_6ddf6676c7f6,find my body and place it in a casket in the ,,pending,True,1,GPL-168@0x1095,0,1
DLG_1ffcf9aa08cb,mausoleum.,,pending,True,1,GPL-168@0x10C3,0,0
DLG_065c74871af3,Very well. Clearly you do not want the genie for any good purpose. Good riddance. ,,pending,True,1,GPL-168@0x10D9,0,1
DLG_845db2f3cdab,I am Cragg. Why have you sought me out? ,,pending,True,1,GPL-168@0x114C,0,1
DLG_0857db7c5541,  I want to ask you about what happened. ,,pending,True,1,GPL-168@0x117E,2,1
DLG_e248318a6c32,  I came for the genie. ,,pending,True,1,GPL-168@0x117E,2,1
DLG_deae64f3a057,  I'm here to destroy you.,,pending,True,2,GPL-168@0x117E,2,0
DLG_44788b4a0474,Very well. I will tell you all I know. What would you ask? ,,pending,True,1,GPL-168@0x11F4,0,1
DLG_4f3df9c4ee3d,  Why did you wish the city buried?,,pending,True,2,GPL-168@0x1279,2,0
DLG_8898d1baf99d,  Why did the king summon the psurlons?,,pending,True,1,GPL-168@0x1279,2,0
DLG_b34faa87f8c3,  What happened when they were summoned?,,pending,True,1,GPL-168@0x1279,2,0
DLG_f3ea9e4989c6,  Why did they want the genie?,,pending,True,1,GPL-168@0x1279,2,0
DLG_55e8ee71d6e6,  Why did you oppose the king?,,pending,True,1,GPL-168@0x1279,2,0
DLG_9696c7b49850,  Why were you to be executed?,,pending,True,1,GPL-168@0x1279,2,0
DLG_8e1599fc4a4c,  How did you escape beheading?,,pending,True,1,GPL-168@0x1279,2,0
DLG_5399bf24cecc,  Why did you kill the king?,,pending,True,1,GPL-168@0x1279,2,0
DLG_88676efa05b6,  Why did you want the genie?,,pending,True,1,GPL-168@0x1279,2,0
DLG_a65f2409e063,I have long thought of what the genie did. My specific order was to 'contain the ,,pending,True,1,GPL-168@0x1414,0,1
DLG_b85137a3b160,evil within the city'. I have taken the result to mean that no one in this city ,,pending,True,1,GPL-168@0x1461,0,1
DLG_9b08d9095d69,"was without some small tinge of evil. Thusly, to contain all the evil, the city ",,pending,True,1,GPL-168@0x14AD,0,1
DLG_1a94cdd70b0f,was buried. ,,pending,True,1,GPL-168@0x14F9,0,1
DLG_e201677fb1fe,"The city was falling behind others, and Dwyer turned to Llod, the palace wizard, ",,pending,True,1,GPL-168@0x150B,0,1
DLG_9f31c7bd4fd7,"to find a remedy. Llod knew of the psurlons, highly intelligent yet evil creatures, ",,pending,True,1,GPL-168@0x1558,0,1
DLG_6e6bd629b90c,trapped in the astral plane. They were summoned for their knowledge. ,,pending,True,1,GPL-168@0x15A8,0,1
DLG_458c5b177814,"Llod, being arrogant, let down his guard and was killed by the psurlons. They ",,pending,True,1,GPL-168@0x15F6,0,1
DLG_2b3b3c9d145b,"apologized, but with Llod dead no one could send them back. When they learned ",,pending,True,1,GPL-168@0x1641,0,1
DLG_e8ddc83e0eb3,"of the genie, they told Dwyer that was the price for their knowledge. ",,pending,True,1,GPL-168@0x168C,0,1
DLG_209e1e893c36,"The genie was both a threat and a blessing to the psurlons. With Llod dead, the ",,pending,True,1,GPL-168@0x16D6,0,1
DLG_ab39cc6131db,"genie was the only thing that could send them back to the astral plane. However, ",,pending,True,1,GPL-168@0x1722,0,1
DLG_c3ff1993d8e1,the genie could also release all the remaining psurlons from it. ,,pending,True,1,GPL-168@0x176F,0,1
DLG_93fb0f618881,"When Dwyer proposed giving the genie to the psurlons, I knew what would ",,pending,True,1,GPL-168@0x17AF,0,1
DLG_6373945440c0,"happen. I argued with him in council. He would not listen, and I struck him. ",,pending,True,1,GPL-168@0x17F4,0,1
DLG_51fd71b284ad,I was sentenced to beheading. ,,pending,True,1,GPL-168@0x183E,0,1
DLG_4dce1241f5a9,The executioner was too close -- I managed to kick him as he swung. The ,,pending,True,1,GPL-168@0x1865,0,1
DLG_2ec1dfaafb04,blow went wild and cut off my bonds instead of my head. Guards attacked ,,pending,True,1,GPL-168@0x18AA,0,1
DLG_63927585ce2f,"me, but I fought them off with the executioner's axe.",,pending,True,1,GPL-168@0x18EF,0,0
DLG_9518cbff1e1f,"I studied the psurlons, and I know their intentions. Had he given ",,pending,True,1,GPL-168@0x192A,0,1
DLG_479a530760dc,"the genie to them, Athas would no longer exist. As much as I did not ",,pending,True,1,GPL-168@0x196A,0,1
DLG_267add817754,"want to kill the king, he left me no option. ",,pending,True,1,GPL-168@0x19AD,0,1
DLG_d343d6aaa449,The sole reason I wanted it was to prevent the psurlons from getting it. ,,pending,True,1,GPL-168@0x19E1,0,1
DLG_ae50ff0c8417,"I wasn't specific enough in my wish to contain the psurlons, so the genie ",,pending,True,1,GPL-168@0x1A27,0,1
DLG_9449486d5eaf,chose this solution. The genie 'contained the evil'. ,,pending,True,1,GPL-168@0x1A6E,0,1
DLG_08cf60385a2e,They have been waiting until I let down my guard. They probably hoped that they ,,pending,True,1,GPL-168@0x1AA9,0,1
DLG_2ffff5aad100,could convince you to take the genie bottle from me.,,pending,True,1,GPL-168@0x1AF5,0,0
DLG_6706361debed,You're here to destroy me? Under what pretense?,,pending,True,1,GPL-168@0x1B34,0,0
DLG_f6bf5ff418f1,  I need the genie.,,pending,True,1,GPL-168@0x1B63,2,0
DLG_a5e34b3d97f0,  The psurlons told me you buried the city.,,pending,True,1,GPL-168@0x1B63,2,0
DLG_1984fd0f5509,  You killed the king!,,pending,True,1,GPL-168@0x1B63,2,0
DLG_96a83a044f11,Never mind. ,,pending,True,1,GPL-168@0x1B63,0,1
DLG_31c475d5ce34,Many people 'need' the genie. You'll have to come up with a better rationale ,,pending,True,1,GPL-168@0x1BDA,0,1
DLG_b93afd90e507,if you intend to possess it. ,,pending,True,1,GPL-168@0x1C24,0,1
DLG_3bf21782de9b,This is true. King Dwyer and I fought over the genie. He would not listen to ,,pending,True,1,GPL-168@0x1C48,0,1
DLG_52c3cd36d385,"reason, nor would he give me the genie, and I had no choice. I could not let ",,pending,True,1,GPL-168@0x1C92,0,1
DLG_edd298df774a,the genie fall into the hands of the psurlons. ,,pending,True,1,GPL-168@0x1CDC,0,1
DLG_b3adebbd1e61,As you wish.,,pending,True,3,GPL-168@0x1D0C,0,0
DLG_b7930f5261e6,We have nothing further to discuss. Your intentions are clearly evil. ,,pending,True,1,GPL-168@0x1D29,0,1
DLG_dca4bfbc9831,"  Sorry, I made a mistake.",,pending,True,1,GPL-168@0x1D6D,2,0
DLG_7548a48804ed,"  Please, forgive me.",,pending,True,1,GPL-168@0x1D6D,2,0
DLG_c17a270a3aa3,  I was just testing you. I didn't mean it.,,pending,True,1,GPL-168@0x1D6D,2,0
DLG_3b1ce0015681,  I'd like some information from you.,,pending,True,1,GPL-168@0x1D6D,2,0
DLG_9467e7652b14,I see. Why should I believe you?,,pending,True,1,GPL-168@0x1E05,0,0
DLG_51c2b3322a16,  I can see through the psurlons' cunning.,,pending,True,1,GPL-168@0x1E27,2,0
DLG_3ac3127b21cb,  The psurlons tricked me. I know that now. ,,pending,True,1,GPL-168@0x1E27,2,1
DLG_ece5243e3874,  Because I'm telling the truth!,,pending,True,1,GPL-168@0x1E27,2,0
DLG_8166bdd68c97,  Fine! Don't believe me!,,pending,True,1,GPL-168@0x1E27,2,0
DLG_1a682061ce1c,How could you have trusted those abominations? ,,pending,True,1,GPL-168@0x1ECC,0,1
DLG_7b11bd30bfcb,"I find it difficult to trust you, but I will tell you this. Show me your noble ",,pending,True,1,GPL-168@0x1F00,0,1
DLG_e6236a02b060,"intentions by finding my body and laying it to rest. If you do this for me, I ",,pending,True,1,GPL-168@0x1F4B,0,1
DLG_53913db7420f,will give you the genie bottle. ,,pending,True,1,GPL-168@0x1F96,0,1
DLG_2a566c2e457a,I don't... and won't. ,,pending,True,1,GPL-168@0x1FC8,0,1
DLG_e6d13295a127,I hardly think that is enough to believe. ,,pending,True,1,GPL-168@0x1FE6,0,1
DLG_4ca338db799c,Leave this place. ,,pending,True,1,GPL-168@0x201A,0,1
DLG_e805b28dd574,"Forgive you? You will first need to help me. If you show that I can trust you, by ",,pending,True,1,GPL-168@0x2031,0,1
DLG_359ad15e0fc0,"getting my body from the psurlons, I will give the genie to you.",,pending,True,1,GPL-168@0x207F,0,0
DLG_dc554e9fc690,Foolish. ,,pending,True,1,GPL-168@0x20CA,0,1
DLG_9676ed73b0ad,"If that's what you want, I'm an open tome. ",,pending,True,1,GPL-168@0x20DC,0,1
DLG_264e303a3ebf,My body! You strangers have done me a great favor by bringing it here. If you would ,,pending,True,1,GPL-168@0x210C,0,1
DLG_a9b47c9299ef,"place it in the mausoleum, I can finally be at peace.",,pending,True,1,GPL-168@0x215C,0,0
DLG_5cd84ec45de7,  Why do you want the body?,,pending,True,1,GPL-168@0x21A4,2,0
DLG_16f3a9e76d02,  Why are you self-appointed?,,pending,True,1,GPL-168@0x21A4,2,0
DLG_de0e6073248f,  I want to clarify what I've heard.,,pending,True,1,GPL-168@0x21A4,2,0
DLG_10c3232c717c,  Where's the mausoleum?,,pending,True,1,GPL-168@0x21A4,2,0
DLG_c08118501e77,"I am Cragg, self-appointed watcher of the genie.",,pending,True,1,GPL-168@0x228D,0,0
DLG_c088d8d64337,"If my body is set in a casket, my soul will finally reach its destiny.",,pending,True,1,GPL-168@0x22D7,0,0
DLG_5d4066bce51b,I am the only person who knows what would have happened to the palace ,,pending,True,1,GPL-168@0x2321,0,1
DLG_e7b875855568,if I had not taken the bottle.,,pending,True,1,GPL-168@0x2365,0,0
DLG_63a7f8709431,Follow me.,,pending,True,1,GPL-168@0x238C,0,0
DLG_692b560d2222,Please don't leave without placing my body in the coffin. I will ,,pending,True,1,GPL-168@0x23B0,0,1
DLG_8480860dff02,then give you the genie.,,pending,True,1,GPL-168@0x23EF,0,0
DLG_e61faa330438,You have my body! I will do as I promised. Place my body in the open ,,pending,True,1,GPL-168@0x2417,0,1
DLG_c7d8c9489a61,casket in the mausoleum. I will then turn the genie over to you. ,,pending,True,1,GPL-168@0x245A,0,1
DLG_ec1ca4b2f534,I sense that you do not have my body. My soul yearns for rest -- please find ,,pending,True,1,GPL-168@0x24A1,0,1
DLG_091a3eb34f20,it. The psurlons are most likely guarding it. ,,pending,True,1,GPL-168@0x24EB,0,1
DLG_8424013b0db2,Toonuu ignores you as he gathers salt.,,pending,True,1,GPL-169@0x007F,0,0
DLG_6987ca1f211f,Toonuu gathers salt.,,pending,True,1,GPL-169@0x00C8,0,0
DLG_e63b3dae8694,A man wanders the salt plain. He stoops occasionally to gather ,,pending,True,1,GPL-169@0x00EC,0,1
DLG_4aa0cf7ae5b9,handfuls of salt into a straw basket.,,pending,True,1,GPL-169@0x0129,0,0
DLG_fc45d9e942f8,The wall to the north shimmers as you walk past.,,pending,True,1,GPL-17@0x00F0,0,0
DLG_d82a69e4c91e,'s hand tingles with a sense of magic as ,,pending,True,1,GPL-17@0x01BB,0,1
DLG_9bfb0f644fa4,he touches the wall.,,pending,True,1,GPL-17@0x01FA,0,0
DLG_6ebaa9fc074c,"The halls fill with a rush of wind, cleansing them of the last taint of evil.",,pending,True,1,GPL-17@0x0444,0,0
DLG_bf36c30f2033,"A great wind rushes through the room with a roar, drowning Tara's screams ",,pending,True,1,GPL-17@0x055E,0,1
DLG_cb35a9c33c11,as her body is hopelessly dispersed.,,pending,True,1,GPL-17@0x05A5,0,0
DLG_72b51e91cfc7,The air about ,,pending,True,1,GPL-17@0x0638,0,1
DLG_886b79be2ecf, stirs briefly as a gentle breeze flows from the bottle.,,pending,True,1,GPL-17@0x0653,1,0
DLG_fcf62ef57a4c, cannot reach the gong.,,pending,True,1,GPL-17@0x070F,1,0
DLG_4924821d136a,Thief! I knew I shouldn't have trusted you!,,pending,True,1,GPL-17@0x0760,0,0
DLG_ac87d7f725e8,I warned you not to take advantage of me!,,pending,True,1,GPL-17@0x08A4,0,0
DLG_db33da2fa6a7,Tristram,,pending,True,3,GPL-170@0x0021,0,0
DLG_f41e936fa0d9,A ghostly woman,,pending,True,1,GPL-170@0x0031,0,0
DLG_a10c0ab22f1a, sits humming to herself.,,pending,True,1,GPL-170@0x0045,1,0
DLG_551a2a481618,  What are you humming?,,pending,True,1,GPL-170@0x011D,2,0
DLG_db8d7d52605c,  Are you Tristram?,,pending,True,1,GPL-170@0x011D,2,0
DLG_4d86364f29fb,  Time to leave for where?,,pending,True,1,GPL-170@0x011D,2,0
DLG_ede53e375019,  Who are you to be joined to?,,pending,True,1,GPL-170@0x011D,2,0
DLG_2e271378b6fd,  What have you been waiting for?,,pending,True,1,GPL-170@0x011D,2,0
DLG_e5c4b3ef9733,  Prepare you for what?,,pending,True,2,GPL-170@0x011D,2,0
DLG_7bcda46b297d,  Where is your home?,,pending,True,1,GPL-170@0x011D,2,0
DLG_7ab348339c44,  Where do you want to go?,,pending,True,1,GPL-170@0x011D,2,0
DLG_d6ed6bd2254e,It is a song of matrimony from days of old... or is it a dirge... I ,,pending,True,1,GPL-170@0x0229,0,1
DLG_3ead3258aab1,cannot remember which.,,pending,True,1,GPL-170@0x026B,0,0
DLG_093a159c01dd,Of course. Take me home.,,pending,True,1,GPL-170@0x028E,0,0
DLG_a04f275c5d5d,I think ,,pending,True,1,GPL-170@0x02BB,0,1
DLG_1e17295c7170,I am to be joined to... or... am I going home...,,pending,True,1,GPL-170@0x02C9,0,0
DLG_79eddb65326e,Joined? I am betrothed to... a king? I must be a princess then.,,pending,True,1,GPL-170@0x0311,0,0
DLG_42aefa9f87e7,My escort should be here soon. Did they send you to prepare me?,,pending,True,1,GPL-170@0x0357,0,0
DLG_784af58cfff6,Home is where you're going to take me. May we leave now?,,pending,True,1,GPL-170@0x03A2,0,0
DLG_d34e73ac94b9,Home.,,pending,True,1,GPL-170@0x03E7,0,0
DLG_5fdef9eec6d4, Is it time to leave now?,,pending,True,1,GPL-170@0x0421,1,0
DLG_9e20bee3ce3b, I've been waiting here a long time. My dress is all wrinkled. ,,pending,True,1,GPL-170@0x0447,1,1
DLG_93416f6d6564,May we leave now?,,pending,True,1,GPL-170@0x0484,0,0
DLG_27277de0cb25, May we leave now?,,pending,True,1,GPL-170@0x04A8,1,0
DLG_029936fc5da2," Take me home, please.",,pending,True,1,GPL-170@0x04C8,1,0
DLG_2e22bcb6a798,  Where is the new kingdom?,,pending,True,1,GPL-170@0x0513,2,0
DLG_e9e72e5871b6,  Yes. I'm here to take you.,,pending,True,1,GPL-170@0x0513,2,0
DLG_b67e3081124e,  I must tell the escort I found you.,,pending,True,1,GPL-170@0x0513,2,0
DLG_51a337e2d1ff,  Let me take something to show I found you.,,pending,True,1,GPL-170@0x0513,2,0
DLG_2b75318d08d3,  I'll take the crystal & bring the escort.,,pending,True,1,GPL-170@0x0513,2,0
DLG_388cab0c10e4,  Follow me and we will leave.,,pending,True,1,GPL-170@0x0513,2,0
DLG_e2dfbc881039,  Why won't you follow me?,,pending,True,1,GPL-170@0x0513,2,0
DLG_4ff50d149471,  How can I take you?,,pending,True,1,GPL-170@0x0513,2,0
DLG_d79cc950f470,For the journey to my new kingdom. To my home.,,pending,True,1,GPL-170@0x0668,0,0
DLG_15311fbe2c76,You don't know? It is where I am supposed to go.,,pending,True,1,GPL-170@0x06A2,0,0
DLG_8c127f1ea562,I have waited for so long. Shall we go now?,,pending,True,1,GPL-170@0x06D8,0,0
DLG_d60458f88fd2,Yes! Tell the escort I will be ready when they get here.,,pending,True,1,GPL-170@0x070F,0,0
DLG_441ca3b369a7,"Yes! The escort. And you will take me home, to my kingdom. I am a ",,pending,True,1,GPL-170@0x075E,0,1
DLG_e42c7dd9f108,"princess, you know.",,pending,True,1,GPL-170@0x079E,0,0
DLG_333a233f2260,Take this crystal. It was given to me by... is it time to go now?,,pending,True,1,GPL-170@0x07C0,0,0
DLG_452e68696f0c,"Oh, no. I cannot do that. You must take me.",,pending,True,1,GPL-170@0x080A,0,0
DLG_1a8867cec16f,I cannot follow you. You must take me. Take me home.,,pending,True,1,GPL-170@0x083C,0,0
DLG_35d0841542ca,Take me home.,,pending,True,1,GPL-170@0x0871,0,0
DLG_7e95a655bb76,Halt!,,pending,True,2,GPL-171@0x0131,0,0
DLG_cc38ad3e1410,Move at your peril!,,pending,True,1,GPL-171@0x013E,0,0
DLG_82e7ad81e8f3,  Enough talking! Now you'll die!,,pending,True,4,GPL-172@0x0031,2,0
DLG_f9d63b69714d, Is this agreeable?,,pending,True,3,GPL-172@0x0054,1,0
DLG_dfc40169833c,  You'll never take me alive!,,pending,True,3,GPL-172@0x006B,2,0
DLG_72a345f7dd52,  You're the scum I saw at the caravan!,,pending,True,3,GPL-172@0x009E,2,0
